name,site,subtypes,category,type,phone,full_address,borough,street,postal_code,latitude,longitude,h3,rating,reviews,reviews_link,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,photo,working_hours_old_format,other_hours,business_status,about,range,description,booking_appointment_link,location_link,location_reviews_link,place_id,google_id,cid,kgmid,reviews_id,census_tract
Dunkin',True,"Coffee shop, Bagel shop, Bakery, Breakfast restaurant, Donut shop, Fast food restaurant, Takeout Restaurant",coffee shops,Coffee shop,True,"5100 City Ave, Philadelphia, PA 19131",West Philadelphia,5100 City Ave,19131.0,39.998216,-75.2321189,892a1349d73ffff,3.8,569.0,"https://search.google.com/local/reviews?placeid=ChIJRyG3y0THxokRkdYHBrIOD1Q&q=restaurant,+19131,+Philadelphia,+PA,+US&authuser=0&hl=en&gl=US",82.0,38.0,78.0,112.0,259.0,106.0,https://lh5.googleusercontent.com/p/AF1QipN1PISDQ6Z1rpO11w0SPxHoJjenxGOJmmWTj_kW=w800-h500-k-no,Monday:5AM-8PM|Tuesday:5AM-8PM|Wednesday:5AM-8PM|Thursday:5AM-8PM|Friday:5AM-8PM|Saturday:5AM-8PM|Sunday:5AM-8PM,"[{""delivery"": {""Monday"": ""5 AM-7:30 PM"", ""Tuesday"": ""5 AM-7:30 PM"", ""Wednesday"": ""5 AM-7:30 PM"", ""Thursday"": ""5 AM-7:30 PM"", ""Friday"": ""5 AM-7:30 PM"", ""Saturday"": ""5 AM-7:30 PM"", ""Sunday"": ""5 AM-7:30 PM""}}]",OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Drive-through"": true, ""Onsite services"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great coffee"": true}, ""Popular for"": {""Breakfast"": true, ""Lunch"": true, ""Solo dining"": true, ""Good for working on laptop"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Coffee"": true, ""Comfort food"": true, ""Late-night food"": true, ""Quick bite"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""College students"": true, ""Family-friendly"": true, ""Groups"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true}}",1,Long-running chain serving signature breakfast items & a variety of coffee drinks.,True,"https://www.google.com/maps/place/Dunkin%27/@39.998216,-75.2321189,14z/data=!4m8!1m2!2m1!1sDunkin%27!3m4!1s0x89c6c744cbb72147:0x540f0eb20607d691!8m2!3d39.998216!4d-75.2321189","https://www.google.com/maps/place/Dunkin%27/@39.998216,-75.2321189,13.99z/data=!4m16!1m7!3m6!1s0x89c6c744cbb72147:0x540f0eb20607d691!2sDunkin%27!8m2!3d39.998216!4d-75.2321189!16s%2Fg%2F11ckvg1dmb!3m7!1s0x89c6c744cbb72147:0x540f0eb20607d691!8m2!3d39.998216!4d-75.2321189!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJRyG3y0THxokRkdYHBrIOD1Q,0x89c6c744cbb72147:0x540f0eb20607d691,6057076181604750993,/g/1tf880_y,6057076181604750993,012000
A J's,False,Breakfast restaurant,restaurants,Breakfast restaurant,True,"8152 Ogontz Ave, Wyncote, PA 19095",Unlabeled,8152 Ogontz Ave,19095.0,40.0764033,-75.1596442,892a134a2b3ffff,4.1,330.0,"https://search.google.com/local/reviews?placeid=ChIJN5rw2f65xokRJu6A523OKlo&q=restaurant,+19150,+Philadelphia,+PA,+US&authuser=0&hl=en&gl=US",24.0,17.0,44.0,77.0,168.0,58.0,https://lh5.googleusercontent.com/p/AF1QipPhUuQAIA-ERgn13FL4VCbRB9XMs0qzEiZvnx3n=w800-h500-k-no,Monday:6AM-2PM|Tuesday:6AM-2PM|Wednesday:6AM-2PM|Thursday:6AM-2PM|Friday:6AM-2PM|Saturday:6AM-2PM|Sunday:7AM-2PM,,OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great coffee"": true}, ""Popular for"": {""Breakfast"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Coffee"": true, ""Comfort food"": true, ""Quick bite"": true, ""Small plates"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",1,,True,"https://www.google.com/maps/place/A+J%27s/@40.076403299999996,-75.1596442,14z/data=!4m8!1m2!2m1!1sA+J%27s!3m4!1s0x89c6b9fed9f09a37:0x5a2ace6de780ee26!8m2!3d40.076403299999996!4d-75.1596442","https://www.google.com/maps/place/A+J%27s/@40.076403299999996,-75.1596442,13.99z/data=!4m16!1m7!3m6!1s0x89c6b9fed9f09a37:0x5a2ace6de780ee26!2sA+J%27s!8m2!3d40.076403299999996!4d-75.1596442!16s%2Fg%2F11ckvg1dmb!3m7!1s0x89c6b9fed9f09a37:0x5a2ace6de780ee26!8m2!3d40.076403299999996!4d-75.1596442!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJN5rw2f65xokRJu6A523OKlo,0x89c6b9fed9f09a37:0x5a2ace6de780ee26,6497232383866105382,/g/1vj604q1,6497232383866105382,202500
Temple Star Chinese Restaurant,True,"Chinese restaurant, Delivery Restaurant",restaurants,Chinese restaurant,True,"1412 W Diamond St, Philadelphia, PA 19121",North Philadelphia,1412 W Diamond St,19121.0,39.9847037,-75.1572022,892a1348d0bffff,3.4,207.0,"https://search.google.com/local/reviews?placeid=ChIJzbFRNOLHxokRCCqxJiV6uXc&q=restaurant,+19121,+Philadelphia,+PA,+US&authuser=0&hl=en&gl=US",53.0,14.0,26.0,27.0,87.0,13.0,https://lh5.googleusercontent.com/p/AF1QipPyWGa6hJryqXlOAaS3vya5U6qb_ZD_zeHcTUpF=w800-h500-k-no,Monday:Closed|Tuesday:1PM-12AM|Wednesday:1PM-12AM|Thursday:1PM-12AM|Friday:1PM-1AM|Saturday:1PM-1AM|Sunday:1PM-12AM,,OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true}, ""Offerings"": {""Comfort food"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegetarian options"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true}, ""Amenities"": {""Restroom"": false}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""College students"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Kids' menu"": true}}",1,Basic Chinese joint offering familiar fare in unfussy surrounds for dine-in or carry out until late.,True,"https://www.google.com/maps/place/Temple+Star+Chinese+Restaurant/@39.9847037,-75.1572022,14z/data=!4m8!1m2!2m1!1sTemple+Star+Chinese+Restaurant!3m4!1s0x89c6c7e23451b1cd:0x77b97a2526b12a08!8m2!3d39.9847037!4d-75.1572022","https://www.google.com/maps/place/Temple+Star+Chinese+Restaurant/@39.9847037,-75.1572022,13.99z/data=!4m16!1m7!3m6!1s0x89c6c7e23451b1cd:0x77b97a2526b12a08!2sTemple+Star+Chinese+Restaurant!8m2!3d39.9847037!4d-75.1572022!16s%2Fg%2F11ckvg1dmb!3m7!1s0x89c6c7e23451b1cd:0x77b97a2526b12a08!8m2!3d39.9847037!4d-75.1572022!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJzbFRNOLHxokRCCqxJiV6uXc,0x89c6c7e23451b1cd:0x77b97a2526b12a08,8627060861186419208,/g/1tfwfg5g,8627060861186419208,015300
Blaze Pizza,True,Pizza restaurant,restaurants,Pizza restaurant,True,"1100 W Montgomery Ave, Philadelphia, PA 19122",North Philadelphia East,1100 W Montgomery Ave,19122.0,39.9795051,-75.1533789,892a1348d3bffff,4.7,836.0,"https://search.google.com/local/reviews?placeid=ChIJYzk4lArIxokRkmAIiYawYI8&q=restaurant,+19122,+Philadelphia,+PA,+US&authuser=0&hl=en&gl=US",28.0,7.0,25.0,96.0,680.0,235.0,https://lh5.googleusercontent.com/p/AF1QipOH9PMLwMeEmsyfMKN3dI5sze1YzR6aZV0oauuT=w800-h500-k-no,,,CLOSED_TEMPORARILY,"{""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Comfort food"": true, ""Vegan options"": true, ""Vegetarian options"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}}",1,"Hip counter-serve pizzeria dishing up crispy, thin-crust pies made with creative toppings & sauces.",False,"https://www.google.com/maps/place/Blaze+Pizza/@39.9795051,-75.15337889999999,14z/data=!4m8!1m2!2m1!1sBlaze+Pizza!3m4!1s0x89c6c80a94383963:0x8f60b08689086092!8m2!3d39.9795051!4d-75.15337889999999","https://www.google.com/maps/place/Blaze+Pizza/@39.9795051,-75.15337889999999,13.99z/data=!4m16!1m7!3m6!1s0x89c6c80a94383963:0x8f60b08689086092!2sBlaze+Pizza!8m2!3d39.9795051!4d-75.15337889999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x89c6c80a94383963:0x8f60b08689086092!8m2!3d39.9795051!4d-75.15337889999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJYzk4lArIxokRkmAIiYawYI8,0x89c6c80a94383963:0x8f60b08689086092,10331451637059051666,/g/11ckkx9lbh,-8115292436650499950,014600
Oriental Sun,False,"Chinese restaurant, American restaurant",restaurants,Chinese restaurant,True,"2900 N Howard St, Philadelphia, PA 19133",Fairhill,2900 N Howard St,19133.0,39.9942039,-75.1314693,892a134f6cbffff,3.8,52.0,"https://search.google.com/local/reviews?placeid=ChIJw_0-9B_IxokRWfwAv6ghyzI&q=restaurant,+19133,+Philadelphia,+PA,+US&authuser=0&hl=en&gl=US",9.0,3.0,5.0,8.0,27.0,77.0,https://lh3.googleusercontent.com/gps-proxy/ALd4DhENlzB4MryjJ4vyHu5ERfbE5EOqKvcEIgLq8CyvFCaGgKv3H3Ivda9E_ZGfaqih3Zmh2wZiG0cgi7uCWoNBWn67ozpPnijkrjpq5qt2UvP0QYlZ3UVoE9aLm_dkARaY-Y54Ipa8UNUSacU-HS56yERhewmrZLKrZ2lafukpmGOll_zMUdh5djC9xQ=w800-h500-k-no,Monday:12-11PM|Tuesday:12-11PM|Wednesday:12-11PM|Thursday:12-11PM|Friday:12-11PM|Saturday:12PM-2AM|Sunday:12PM-2AM,,OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Offerings"": {""Comfort food"": true, ""Quick bite"": true, ""Small plates"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true}, ""Atmosphere"": {""Casual"": true}}",1,,True,"https://www.google.com/maps/place/Oriental+Sun/@39.994203899999995,-75.13146929999999,14z/data=!4m8!1m2!2m1!1sOriental+Sun!3m4!1s0x89c6c81ff43efdc3:0x32cb21a8bf00fc59!8m2!3d39.994203899999995!4d-75.13146929999999","https://www.google.com/maps/place/Oriental+Sun/@39.994203899999995,-75.13146929999999,13.99z/data=!4m16!1m7!3m6!1s0x89c6c81ff43efdc3:0x32cb21a8bf00fc59!2sOriental+Sun!8m2!3d39.994203899999995!4d-75.13146929999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x89c6c81ff43efdc3:0x32cb21a8bf00fc59!8m2!3d39.994203899999995!4d-75.13146929999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJw_0-9B_IxokRWfwAv6ghyzI,0x89c6c81ff43efdc3:0x32cb21a8bf00fc59,3660056130811395161,/g/1tdmfvgy,3660056130811395161,017601
Denny's,True,"Diner, American restaurant, Breakfast restaurant",restaurants,Diner,True,"47 Industrial Hwy, Essington, PA 19029",Essington,47 Industrial Hwy,19029.0,39.8676664,-75.3052895,892aacb0e7bffff,3.7,3334.0,"https://search.google.com/local/reviews?placeid=ChIJ_Qn4B9DCxokRNikOnDl2hzQ&q=restaurant,+19113,+Philadelphia,+PA,+US&authuser=0&hl=en&gl=US",518.0,248.0,470.0,700.0,1398.0,1111.0,https://lh5.googleusercontent.com/p/AF1QipNhuXztqyvlg-CQDWWw9YQXxBRKVz7WvCxf32iX=w800-h500-k-no,Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Open 24 hours|Sunday:Open 24 hours,,OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""Curbside pickup"": true, ""Delivery"": true, ""Onsite services"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great coffee"": true, ""Great dessert"": true, ""Great tea selection"": true}, ""Popular for"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true}, ""Offerings"": {""Braille menu"": true, ""Coffee"": true, ""Comfort food"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegetarian options"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""Has changing table(s)"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",1,"Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",True,"https://www.google.com/maps/place/Denny%27s/@39.8676664,-75.3052895,14z/data=!4m8!1m2!2m1!1sDenny%27s!3m4!1s0x89c6c2d007f809fd:0x348776399c0e2936!8m2!3d39.8676664!4d-75.3052895","https://www.google.com/maps/place/Denny%27s/@39.8676664,-75.3052895,13.99z/data=!4m16!1m7!3m6!1s0x89c6c2d007f809fd:0x348776399c0e2936!2sDenny%27s!8m2!3d39.8676664!4d-75.3052895!16s%2Fg%2F11ckvg1dmb!3m7!1s0x89c6c2d007f809fd:0x348776399c0e2936!8m2!3d39.8676664!4d-75.3052895!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ_Qn4B9DCxokRNikOnDl2hzQ,0x89c6c2d007f809fd:0x348776399c0e2936,3785124001631578422,/g/1tczr9j8,3785124001631578422,403702
Point Breakfast Restaurant,False,Breakfast restaurant,restaurants,Breakfast restaurant,True,"1438 Point Breeze Ave, Philadelphia, PA 19146",South Philadelphia,1438 Point Breeze Ave,19146.0,39.933682,-75.1804796,892a134d297ffff,4.3,270.0,"https://search.google.com/local/reviews?placeid=ChIJkdsjAm3GxokRS1k8ZoPy4ok&q=restaurant,+19146,+Philadelphia,+PA,+US&authuser=0&hl=en&gl=US",10.0,3.0,37.0,62.0,158.0,64.0,https://lh5.googleusercontent.com/p/AF1QipPyUPWSuzzsd_nWYJT9lEmdSsRbSppofiGnRWbN=w800-h500-k-no,Monday:5:30AM-1PM|Tuesday:5:30AM-1PM|Wednesday:5:30AM-1PM|Thursday:5:30AM-1PM|Friday:5:30AM-1PM|Saturday:5:30AM-1PM|Sunday:5:30AM-1PM,"[{""brunch"": {""Monday"": ""Closed"", ""Tuesday"": ""9:30 AM-3 PM"", ""Wednesday"": ""9:30 AM-3 PM"", ""Thursday"": ""9:30 AM-3 PM"", ""Friday"": ""9:30 AM-3 PM"", ""Saturday"": ""9:30 AM-3 PM"", ""Sunday"": ""9:30 AM-3 PM""}}]",OPERATIONAL,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great coffee"": true, ""Great tea selection"": true}, ""Popular for"": {""Breakfast"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Coffee"": true, ""Comfort food"": true, ""Quick bite"": true, ""Small plates"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Cash-only"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}, ""Parking"": {""Free street parking"": true}}",1,Unassuming neighborhood kitchen turning out American breakfast classics & coffee.,True,"https://www.google.com/maps/place/Point+Breakfast+Restaurant/@39.933682,-75.1804796,14z/data=!4m8!1m2!2m1!1sPoint+Breakfast+Restaurant!3m4!1s0x89c6c66d0223db91:0x89e2f283663c594b!8m2!3d39.933682!4d-75.1804796","https://www.google.com/maps/place/Point+Breakfast+Restaurant/@39.933682,-75.1804796,13.99z/data=!4m16!1m7!3m6!1s0x89c6c66d0223db91:0x89e2f283663c594b!2sPoint+Breakfast+Restaurant!8m2!3d39.933682!4d-75.1804796!16s%2Fg%2F11ckvg1dmb!3m7!1s0x89c6c66d0223db91:0x89e2f283663c594b!8m2!3d39.933682!4d-75.1804796!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJkdsjAm3GxokRS1k8ZoPy4ok,0x89c6c66d0223db91:0x89e2f283663c594b,9935770374102604107,/g/1tddbtc0,-8510973699606947509,003100
IHOP,True,"Breakfast restaurant, American restaurant, Family restaurant",restaurants,Breakfast restaurant,True,"10740 Roosevelt Blvd, Philadelphia, PA 19116",Northeast Philadelphia,10740 Roosevelt Blvd,19116.0,40.0996154,-75.010069,892a1343007ffff,4.0,2128.0,"https://search.google.com/local/reviews?placeid=ChIJJ6JbA_6yxokRahHFCDww7rQ&q=restaurant,+19154,+Philadelphia,+PA,+US&authuser=0&hl=en&gl=US",187.0,107.0,269.0,506.0,1059.0,512.0,https://lh5.googleusercontent.com/p/AF1QipM01PgXfdJH0DeO150PT4M0K18h-swhyM5VtSI_=w800-h500-k-no,Monday:7AM-10PM|Tuesday:7AM-10PM|Wednesday:7AM-10PM|Thursday:7AM-10PM|Friday:7AM-12AM|Saturday:7AM-12AM|Sunday:7AM-10PM,,OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great coffee"": true}, ""Popular for"": {""Breakfast"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Coffee"": true, ""Comfort food"": true, ""Happy hour food"": true, ""Quick bite"": true, ""Small plates"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""LGBTQ+ friendly"": true, ""Tourists"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",1,Long-standing chain serving a wide variety of pancakes & other American breakfast & diner fare.,True,"https://www.google.com/maps/place/IHOP/@40.0996154,-75.010069,14z/data=!4m8!1m2!2m1!1sIHOP!3m4!1s0x89c6b2fe035ba227:0xb4ee303c08c5116a!8m2!3d40.0996154!4d-75.010069","https://www.google.com/maps/place/IHOP/@40.0996154,-75.010069,13.99z/data=!4m16!1m7!3m6!1s0x89c6b2fe035ba227:0xb4ee303c08c5116a!2sIHOP!8m2!3d40.0996154!4d-75.010069!16s%2Fg%2F11ckvg1dmb!3m7!1s0x89c6b2fe035ba227:0xb4ee303c08c5116a!8m2!3d40.0996154!4d-75.010069!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJJ6JbA_6yxokRahHFCDww7rQ,0x89c6b2fe035ba227:0xb4ee303c08c5116a,13037411005687468394,/g/1td_63zm,-5409333068022083222,036000
The Original Venice Pizza,True,"Pizza restaurant, Delivery Restaurant",restaurants,Pizza restaurant,True,"3613 Rhawn St, Philadelphia, PA 19136",Northeast Philadelphia,3613 Rhawn St,19136.0,40.042006,-75.028451,892a1340273ffff,3.9,190.0,"https://search.google.com/local/reviews?placeid=ChIJ9wu1KWi0xokR1QWNql352TU&q=restaurant,+19136,+Philadelphia,+PA,+US&authuser=0&hl=en&gl=US",35.0,5.0,16.0,29.0,105.0,38.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB8OBWTDVrts6MwcQkEG7GqE7yTzoBd0YUv_d5EgDsj58492Jw0yUKWSZ5tvnFQ0jjvtHy3vAevf4rR14MIOvz_vtOPYKxkSDTE7XZRl2AuNLhvyospxDYu9upQlKyEOgY7KzZ8=w800-h500-k-no,Monday:10:30AM-12AM|Tuesday:10:30AM-12AM|Wednesday:10:30AM-12AM|Thursday:10:30AM-12AM|Friday:11AM-1AM|Saturday:11AM-1AM|Sunday:12-11PM,"[{""delivery"": {""Monday"": ""11 AM-11:30 PM"", ""Tuesday"": ""11 AM-11:30 PM"", ""Wednesday"": ""11 AM-11:30 PM"", ""Thursday"": ""11 AM-11:30 PM"", ""Friday"": ""11 AM-12:30 AM"", ""Saturday"": ""11 AM-12:30 AM"", ""Sunday"": ""12-10:30 PM""}}, {""takeout"": {""Monday"": ""11 AM-12 AM"", ""Tuesday"": ""11 AM-12 AM"", ""Wednesday"": ""11 AM-12 AM"", ""Thursday"": ""11 AM-12 AM"", ""Friday"": ""11 AM-1 AM"", ""Saturday"": ""11 AM-1 AM"", ""Sunday"": ""12-11 PM""}}]",OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Onsite services"": true, ""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true}, ""Offerings"": {""Comfort food"": true, ""Late-night food"": true, ""Quick bite"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true}, ""Atmosphere"": {""Casual"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true}}",1,,True,"https://www.google.com/maps/place/The+Original+Venice+Pizza/@40.042006,-75.02845099999999,14z/data=!4m8!1m2!2m1!1sThe+Original+Venice+Pizza!3m4!1s0x89c6b46829b50bf7:0x35d9f95daa8d05d5!8m2!3d40.042006!4d-75.02845099999999","https://www.google.com/maps/place/The+Original+Venice+Pizza/@40.042006,-75.02845099999999,13.99z/data=!4m16!1m7!3m6!1s0x89c6b46829b50bf7:0x35d9f95daa8d05d5!2sThe+Original+Venice+Pizza!8m2!3d40.042006!4d-75.02845099999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x89c6b46829b50bf7:0x35d9f95daa8d05d5!8m2!3d40.042006!4d-75.02845099999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ9wu1KWi0xokR1QWNql352TU,0x89c6b46829b50bf7:0x35d9f95daa8d05d5,3880406734645036501,/g/1pv5w7dbm,3880406734645036501,033102
Crown chicken & grill,True,"Fast food restaurant, Chicken restaurant",restaurants,Fast food restaurant,True,"5106 Frankford Ave, Philadelphia, PA 19124",Frankford,5106 Frankford Ave,19124.0,40.0216841,-75.0794144,892a134adb7ffff,3.7,115.0,"https://search.google.com/local/reviews?placeid=ChIJf7F_Nti3xokRKrpcze_2b00&q=restaurant,+19124,+Philadelphia,+PA,+US&authuser=0&hl=en&gl=US",14.0,11.0,19.0,21.0,50.0,33.0,https://lh5.googleusercontent.com/p/AF1QipPQhmrXNCdP8MBh9YSV1ddgECsx7jgYTMaihLOp=w800-h500-k-no,Monday:10AM-3AM|Tuesday:10AM-3AM|Wednesday:10AM-3AM|Thursday:10AM-3AM|Friday:10AM-4AM|Saturday:10AM-4AM|Sunday:10AM-3AM,,OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Offerings"": {""Late-night food"": true, ""Quick bite"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Restroom"": false}, ""Atmosphere"": {""Casual"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free street parking"": true}}",1,,True,"https://www.google.com/maps/place/Crown+chicken+%26+grill/@40.0216841,-75.07941439999999,14z/data=!4m8!1m2!2m1!1sCrown+chicken+%26+grill!3m4!1s0x89c6b7d8367fb17f:0x4d6ff6efcd5cba2a!8m2!3d40.0216841!4d-75.07941439999999","https://www.google.com/maps/place/Crown+chicken+%26+grill/@40.0216841,-75.07941439999999,13.99z/data=!4m16!1m7!3m6!1s0x89c6b7d8367fb17f:0x4d6ff6efcd5cba2a!2sCrown+chicken+%26+grill!8m2!3d40.0216841!4d-75.07941439999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x89c6b7d8367fb17f:0x4d6ff6efcd5cba2a!8m2!3d40.0216841!4d-75.07941439999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJf7F_Nti3xokRKrpcze_2b00,0x89c6b7d8367fb17f:0x4d6ff6efcd5cba2a,5579949973138356778,/g/11qmr60szs,5579949973138356778,030200
